Название улицы,Длина,Начальные координаты,Конечные координаты
Плеханова 3 переулок,257.983,"(71.3993983, 42.8533077)","(71.3970001, 42.8536486)"
Кутузов 3 переулок,66.614,"(71.3971454, 42.8568133)","(71.3969693, 42.8573983)"
,39.101,"(71.3971454, 42.8568133)","(71.3976122, 42.8568943)"
Кутузов 3 переулок,57.672,"(71.3971454, 42.8568133)","(71.3972786, 42.8563041)"
,39.101,"(71.3976122, 42.8568943)","(71.3971454, 42.8568133)"
Тастандиева,77.404,"(71.3998203, 42.8572504)","(71.4001734, 42.8566042)"
Тастандиева,94.107,"(71.3998203, 42.8572504)","(71.3993943, 42.858037)"
Тастандиева 4 переулок,201.637,"(71.3998203, 42.8572504)","(71.4007192, 42.8584036)"
Тастандиева,86.704,"(71.3985227, 42.8597525)","(71.3989016, 42.8590239)"
Тастандиева,194.015,"(71.3985227, 42.8597525)","(71.3968176, 42.8604524)"
Абая проспект,178.278,"(71.3985227, 42.8597525)","(71.4006427, 42.8601045)"
Акылбекова,26.646,"(71.3930028, 42.8608934)","(71.3927207, 42.8610145)"
Акылбекова,26.646,"(71.3927207, 42.8610145)","(71.3930028, 42.8608934)"
Акылбекова,92.082,"(71.3927207, 42.8610145)","(71.391776, 42.8614028)"
Патриса Лумумбы 1 переулок,228.362,"(71.3927207, 42.8610145)","(71.3921998, 42.8630086)"
Патриса Лумумбы 2 переулок,85.852,"(71.393904, 42.8637511)","(71.3936356, 42.8644977)"
Патриса Лумумбы 2 переулок,47.696,"(71.3934695, 42.864909)","(71.3936356, 42.8644977)"
1-ші Сыздықов тұйық көшесі,22.109,"(71.392176, 42.8694957)","(71.3924339, 42.8695574)"
Сыздықов көшесі,101.82,"(71.392176, 42.8694957)","(71.3928039, 42.8687556)"
Сыздықов көшесі,325.16099999999994,"(71.392176, 42.8694957)","(71.3886837, 42.8705847)"
,34.426,"(71.395131, 42.869427)","(71.3952272, 42.8691292)"
1-ші Сыздықов тұйық көшесі,22.109,"(71.3924339, 42.8695574)","(71.392176, 42.8694957)"
,45.827,"(71.3924339, 42.8695574)","(71.3922685, 42.8699513)"
1-ші Сыздықов тұйық көшесі,314.554,"(71.3924339, 42.8695574)","(71.3961448, 42.8703335)"
,45.827,"(71.3922685, 42.8699513)","(71.3924339, 42.8695574)"
Сыздықов көшесі,79.371,"(71.3886837, 42.8705847)","(71.3891221, 42.8712221)"
Сыздықов көшесі,325.161,"(71.3886837, 42.8705847)","(71.392176, 42.8694957)"
,36.188,"(71.3886837, 42.8705847)","(71.388495, 42.8708691)"
ФЗО 2 переулок,65.645,"(71.3927942, 42.8728964)","(71.3925091, 42.8734484)"
ФЗО 1 переулок,74.675,"(71.3916807, 42.8731923)","(71.3908397, 42.8729256)"
ФЗО 1 переулок,73.267,"(71.3916807, 42.8731923)","(71.3925091, 42.8734484)"
ФЗО 1 переулок,128.22899999999998,"(71.3916807, 42.8731923)","(71.3923992, 42.8721952)"
ФЗО 1 переулок,73.267,"(71.3925091, 42.8734484)","(71.3916807, 42.8731923)"
ФЗО 1 переулок,106.042,"(71.3925091, 42.8734484)","(71.3936819, 42.8738616)"
ФЗО 2 переулок,65.645,"(71.3925091, 42.8734484)","(71.3927942, 42.8728964)"
ФЗО 2 переулок,99.62100000000001,"(71.3925091, 42.8734484)","(71.3920584, 42.8742812)"
ФЗО 1 переулок,106.042,"(71.3936819, 42.8738616)","(71.3925091, 42.8734484)"
Абай даңғылы,98.417,"(71.3936819, 42.8738616)","(71.3942262, 42.8730715)"
Самаркандская,258.083,"(71.3936819, 42.8738616)","(71.392454, 42.8759696)"
Абай даңғылы,217.422,"(71.3983332, 42.8672996)","(71.3995457, 42.8655579)"
Абай даңғылы,112.863,"(71.3983332, 42.8672996)","(71.3976767, 42.8681933)"
,149.31099999999998,"(71.3983332, 42.8672996)","(71.4000338, 42.8676884)"
Демьяна Бедного,172.413,"(71.4004359, 42.8675079)","(71.4006179, 42.8659631)"
Демьяна Бедного,29.729,"(71.4004359, 42.8675079)","(71.400402, 42.8677741)"
,38.428,"(71.4004359, 42.8675079)","(71.4000338, 42.8676884)"
Муканова,128.951,"(71.4066404, 42.8645815)","(71.4058029, 42.8655654)"
Муканова,16.083,"(71.4066404, 42.8645815)","(71.4067429, 42.8644579)"
,78.291,"(71.4066404, 42.8645815)","(71.4074784, 42.8649257)"
Песчанная 2 переулок,9.332,"(71.4074784, 42.8649257)","(71.4074262, 42.8650004)"
,78.291,"(71.4074784, 42.8649257)","(71.4066404, 42.8645815)"
Песчанная 2 переулок,169.367,"(71.4074784, 42.8649257)","(71.408683, 42.863694)"
,84.261,"(71.4078985, 42.8650098)","(71.4088058, 42.8653731)"
,20.996,"(71.4078985, 42.8650098)","(71.4076916, 42.8651223)"
Песчанная 1 переулок,166.541,"(71.4078985, 42.8650098)","(71.4090458, 42.863827)"
,100.71600000000001,"(71.4103108, 42.8649581)","(71.4114708, 42.8652505)"
Богдана Хмельницкого,350.883,"(71.4114708, 42.8652505)","(71.408609, 42.8672404)"
Богдана Хмельницкого,396.433,"(71.4114708, 42.8652505)","(71.4140325, 42.8623334)"
,100.71600000000001,"(71.4114708, 42.8652505)","(71.4103108, 42.8649581)"
Амангельды,8.62,"(71.4088058, 42.8653731)","(71.408751, 42.8654394)"
,84.261,"(71.4088058, 42.8653731)","(71.4078985, 42.8650098)"
Амангельды,159.681,"(71.4088058, 42.8653731)","(71.409761, 42.8641199)"
Демьяна Бедного,53.384,"(71.4006179, 42.8659631)","(71.4006578, 42.8654839)"
Демьяна Бедного,172.413,"(71.4006179, 42.8659631)","(71.4004359, 42.8675079)"
,16.782,"(71.4006179, 42.8659631)","(71.400818, 42.8659987)"
Матросова,296.41,"(71.4020764, 42.8661998)","(71.4023844, 42.8635437)"
Матросова,213.625,"(71.4020764, 42.8661998)","(71.4018681, 42.8681149)"
,100.715,"(71.4020764, 42.8661998)","(71.4032973, 42.8663399)"
,105.053,"(71.4020764, 42.8661998)","(71.400818, 42.8659987)"
Чкалова,308.817,"(71.4032973, 42.8663399)","(71.4036543, 42.863575)"
,100.715,"(71.4032973, 42.8663399)","(71.4020764, 42.8661998)"
Чкалова,40.917,"(71.4032973, 42.8663399)","(71.4033169, 42.8667054)"
,36.775,"(71.4047508, 42.8676252)","(71.4045709, 42.8679285)"
,38.301,"(71.4047508, 42.8676252)","(71.4052048, 42.8677142)"
,45.461,"(71.4047508, 42.8676252)","(71.4044416, 42.8673066)"
,36.775,"(71.4045709, 42.8679285)","(71.4047508, 42.8676252)"
Абылай хана,45.553,"(71.4082685, 42.8802456)","(71.4082584, 42.8806552)"
Абылай хана,34.622,"(71.4082685, 42.8802456)","(71.4082769, 42.8799343)"
,49.932,"(71.4082685, 42.8802456)","(71.408865, 42.8803321)"
,49.932,"(71.408865, 42.8803321)","(71.4082685, 42.8802456)"
,126.93299999999999,"(71.4129996, 42.8805375)","(71.4115244, 42.8802195)"
Абылай хана,36.906,"(71.4082576, 42.8809871)","(71.4082584, 42.8806552)"
Абылай хана,131.902,"(71.4082576, 42.8809871)","(71.4078693, 42.8821221)"
Тилемыс акын,134.446,"(71.4082576, 42.8809871)","(71.4067762, 42.8805579)"
,28.905,"(71.4089334, 42.8819801)","(71.408579, 42.8819918)"
,20.459,"(71.408579, 42.8819918)","(71.4086008, 42.8821751)"
,23.535,"(71.408579, 42.8819918)","(71.4085648, 42.8817804)"
,28.905,"(71.408579, 42.8819918)","(71.4089334, 42.8819801)"
,52.522,"(71.4083916, 42.8830218)","(71.4086693, 42.8825978)"
,57.474,"(71.4081218, 42.8846742)","(71.4087671, 42.884883)"
Жамбыла 2 переулок,168.07,"(71.4081218, 42.8846742)","(71.4090488, 42.883332)"
Жамбыла 2 переулок,55.898,"(71.4081218, 42.8846742)","(71.4077806, 42.88508)"
,57.474,"(71.4087671, 42.884883)","(71.4081218, 42.8846742)"
,13.164,"(71.412605, 42.878931)","(71.4127648, 42.8789484)"
,39.905,"(71.412605, 42.878931)","(71.4125671, 42.8792888)"
,66.873,"(71.412605, 42.878931)","(71.4118055, 42.8787964)"
,39.905,"(71.4125671, 42.8792888)","(71.412605, 42.878931)"
Масанчи,54.086,"(71.4159986, 42.873192)","(71.4155138, 42.8735242)"
,38.154,"(71.4159986, 42.873192)","(71.4163377, 42.8734286)"
Масанчи,79.369,"(71.4159986, 42.873192)","(71.4166881, 42.8726879)"
,38.154,"(71.4163377, 42.8734286)","(71.4159986, 42.873192)"
,66.229,"(71.4170834, 42.8739889)","(71.4162748, 42.8740489)"
Масанчи,212.983,"(71.4162748, 42.8740489)","(71.4181844, 42.8753567)"
Масанчи,5.204,"(71.4162748, 42.8740489)","(71.4162153, 42.8740319)"
,66.229,"(71.4162748, 42.8740489)","(71.4170834, 42.8739889)"
,36.458,"(71.416374, 42.8750081)","(71.4160213, 42.8752094)"
,8.138,"(71.4148707, 42.8750067)","(71.4149505, 42.8749627)"
,66.37,"(71.4148707, 42.8750067)","(71.4153494, 42.8754896)"
,113.03,"(71.4148707, 42.8750067)","(71.4147585, 42.875519)"
Байсейтова переулок,42.929,"(71.4160213, 42.8752094)","(71.4161434, 42.8755445)"
Байсейтова переулок,80.79400000000001,"(71.4160213, 42.8752094)","(71.415347, 42.8746779)"
,36.458,"(71.4160213, 42.8752094)","(71.416374, 42.8750081)"
,50.875,"(71.41672, 42.8753776)","(71.4161434, 42.8755445)"
,66.37,"(71.4153494, 42.8754896)","(71.4148707, 42.8750067)"
Байсейтова переулок,74.936,"(71.4161434, 42.8755445)","(71.4160361, 42.8760852)"
Байсейтова переулок,42.929,"(71.4161434, 42.8755445)","(71.4160213, 42.8752094)"
,50.875,"(71.4161434, 42.8755445)","(71.41672, 42.8753776)"
,49.052,"(71.4336212, 42.8899649)","(71.433641, 42.8904058)"
Старикова,982.959,"(71.4336212, 42.8899649)","(71.4452667, 42.8892344)"
Старикова,638.154,"(71.4336212, 42.8899649)","(71.4262836, 42.8894614)"
,49.052,"(71.433641, 42.8904058)","(71.4336212, 42.8899649)"
,38.215,"(71.433641, 42.8904058)","(71.4337026, 42.8907465)"
Хмелевского,214.394,"(71.433641, 42.8904058)","(71.4362598, 42.8902887)"
Хмелевского,373.24,"(71.433641, 42.8904058)","(71.429136, 42.8906648)"
Строительный 2 переулок,150.97199999999998,"(71.4441939, 42.8904079)","(71.4432217, 42.8911197)"
,78.781,"(71.4393122, 42.8904904)","(71.4388013, 42.8910694)"
,50.828,"(71.433107, 42.8907037)","(71.433714, 42.8908094)"
,38.215,"(71.4337026, 42.8907465)","(71.433641, 42.8904058)"
,7.056,"(71.4337026, 42.8907465)","(71.433714, 42.8908094)"
,64.425,"(71.4337026, 42.8907465)","(71.4344829, 42.890796)"
,64.425,"(71.4344829, 42.890796)","(71.4337026, 42.8907465)"
,50.828,"(71.433714, 42.8908094)","(71.433107, 42.8907037)"
,7.056,"(71.433714, 42.8908094)","(71.4337026, 42.8907465)"
,59.965,"(71.433714, 42.8908094)","(71.4339228, 42.8913251)"
Домалак ана,126.313,"(71.4582837, 42.8910507)","(71.4569753, 42.8916602)"
Домалак ана,143.595,"(71.4582837, 42.8910507)","(71.4599398, 42.8906655)"
,293.064,"(71.4582837, 42.8910507)","(71.4572482, 42.8926579)"
Строительный 1 переулок,133.169,"(71.4388013, 42.8910694)","(71.4403597, 42.8914309)"
Строительный 1 переулок,120.36,"(71.4388013, 42.8910694)","(71.4374281, 42.890677)"
,78.781,"(71.4388013, 42.8910694)","(71.4393122, 42.8904904)"
Байкоразова,276.12,"(71.4339228, 42.8913251)","(71.4372557, 42.8917765)"
,59.965,"(71.4339228, 42.8913251)","(71.433714, 42.8908094)"
Байкоразова,396.822,"(71.4339228, 42.8913251)","(71.429136, 42.8906648)"
,61.295,"(71.4444058, 42.8915457)","(71.4439839, 42.8918985)"
Хмелевского 2 переулок,190.258,"(71.4454887, 42.8918112)","(71.4454292, 42.8901011)"
Хмелевского 2 переулок,114.245,"(71.4454887, 42.8918112)","(71.4454914, 42.8928384)"
,124.00099999999999,"(71.4454887, 42.8918112)","(71.4439839, 42.8918985)"
,124.00099999999999,"(71.4439839, 42.8918985)","(71.4454887, 42.8918112)"
,61.295,"(71.4439839, 42.8918985)","(71.4444058, 42.8915457)"
,40.974000000000004,"(71.4439839, 42.8918985)","(71.4438915, 42.8922607)"
,74.9,"(71.4438915, 42.8922607)","(71.4448094, 42.8922993)"
,60.378,"(71.4438915, 42.8922607)","(71.4437579, 42.8927948)"
,40.974000000000004,"(71.4438915, 42.8922607)","(71.4439839, 42.8918985)"
,74.9,"(71.4448094, 42.8922993)","(71.4438915, 42.8922607)"
,293.064,"(71.4572482, 42.8926579)","(71.4582837, 42.8910507)"
,60.378,"(71.4437579, 42.8927948)","(71.4438915, 42.8922607)"
Байкоразова,111.268,"(71.4437579, 42.8927948)","(71.4451146, 42.8928139)"
Байкоразова,36.894999999999996,"(71.4437579, 42.8927948)","(71.443314, 42.8928583)"
Заводская 2-ая,51.63,"(71.4462742, 42.8942986)","(71.4461452, 42.893844)"
,62.964,"(71.4462742, 42.8942986)","(71.4455041, 42.8943469)"
Заводская 2-ая,82.96799999999999,"(71.4462742, 42.8942986)","(71.4467821, 42.894873)"
,62.964,"(71.4455041, 42.8943469)","(71.4462742, 42.8942986)"
Ақжол көшесі,87.641,"(71.4437362, 42.9119228)","(71.4430606, 42.9113093)"
Ақжол көшесі,91.593,"(71.4437362, 42.9119228)","(71.4445327, 42.912503)"
,153.119,"(71.4437362, 42.9119228)","(71.4448964, 42.9110454)"
Сельская,19.078,"(71.439093, 42.9109136)","(71.4390283, 42.9107487)"
Сельская,157.54899999999998,"(71.439093, 42.9109136)","(71.4397364, 42.9122495)"
,69.918,"(71.439093, 42.9109136)","(71.4397831, 42.9109866)"
,69.918,"(71.4397831, 42.9109866)","(71.439093, 42.9109136)"
,51.134,"(71.4405475, 42.9126073)","(71.4399648, 42.9127786)"
Әуезов көшесі,46.98,"(71.4435406, 42.8965139)","(71.4431489, 42.896824)"
Әуезов көшесі,48.49,"(71.4435406, 42.8965139)","(71.4439569, 42.8962022)"
,120.412,"(71.4435406, 42.8965139)","(71.4445834, 42.8972814)"
Уалиханова,218.716,"(71.4255243, 42.897114)","(71.4231899, 42.8962541)"
Уалиханова,233.25599999999997,"(71.4255243, 42.897114)","(71.427701, 42.898462)"
,58.418,"(71.4255243, 42.897114)","(71.4251186, 42.8975349)"
,120.412,"(71.4445834, 42.8972814)","(71.4435406, 42.8965139)"
,58.418,"(71.4251186, 42.8975349)","(71.4255243, 42.897114)"
,89.021,"(71.4388606, 42.9000233)","(71.438148, 42.9006303)"
Құрманғазы көшесі,200.257,"(71.4388606, 42.9000233)","(71.4369801, 42.8988644)"
Құрманғазы көшесі,174.321,"(71.4388606, 42.9000233)","(71.4403656, 42.9011335)"
,89.021,"(71.438148, 42.9006303)","(71.4388606, 42.9000233)"
Цветочная,216.048,"(71.438148, 42.9006303)","(71.440026, 42.9020021)"
Цветочная,76.00999999999999,"(71.438148, 42.9006303)","(71.4374897, 42.9001459)"
Сорокина,85.426,"(71.4333858, 42.9024033)","(71.4327284, 42.9030019)"
Сорокина,6.946,"(71.4333858, 42.9024033)","(71.4334392, 42.9023546)"
Сорокина 1 переулок,200.66,"(71.4333858, 42.9024033)","(71.4346235, 42.9039636)"
Нұрпейісова,116.48,"(71.4394305, 42.9026827)","(71.4403057, 42.9035041)"
Гончарова,25.517000000000003,"(71.4394305, 42.9026827)","(71.4391338, 42.9027544)"
Гончарова,91.072,"(71.4394305, 42.9026827)","(71.440026, 42.9020021)"
Ассинская 4 переулок,119.851,"(71.4444037, 42.9039009)","(71.4455455, 42.9045779)"
Сорокина 1 переулок,161.531,"(71.435085, 42.9044653)","(71.4351148, 42.9055231)"
Дальняя,74.686,"(71.4400149, 42.9043119)","(71.4393447, 42.9038535)"
Дальняя,192.155,"(71.4400149, 42.9043119)","(71.4407204, 42.9059094)"
,93.5,"(71.4400149, 42.9043119)","(71.4403057, 42.9035041)"
Ассинская 4 переулок,82.724,"(71.4455455, 42.9045779)","(71.44633, 42.9050504)"
Ассинская 4 переулок,119.851,"(71.4455455, 42.9045779)","(71.4444037, 42.9039009)"
Аса көшесі,79.67,"(71.4455455, 42.9045779)","(71.4449551, 42.9051484)"
,73.441,"(71.4359417, 42.9065804)","(71.4351782, 42.9069318)"
Сорокина 2 переулок,150.021,"(71.4359417, 42.9065804)","(71.4366299, 42.9077819)"
Сорокина 2 переулок,137.137,"(71.4359417, 42.9065804)","(71.4351148, 42.9055231)"
Уалиханова 3 переулок,34.293,"(71.418578, 42.8951658)","(71.418772, 42.8954395)"
Уалиханова 3 переулок,124.71799999999999,"(71.418578, 42.8951658)","(71.4176428, 42.8944825)"
,121.42399999999999,"(71.418578, 42.8951658)","(71.4191455, 42.8941642)"
Школьная переулок,177.559,"(71.3875741, 42.8782489)","(71.3895821, 42.8776377)"
Школьная переулок,205.872,"(71.3875741, 42.8782489)","(71.3874949, 42.8774883)"
Школьная переулок,90.373,"(71.3875741, 42.8782489)","(71.388228, 42.8788739)"
Школьная переулок,90.373,"(71.388228, 42.8788739)","(71.3875741, 42.8782489)"
Петрова,80.882,"(71.3847077, 42.8836947)","(71.3854385, 42.884187)"
Петрова,239.631,"(71.3847077, 42.8836947)","(71.3825323, 42.8822444)"
,103.256,"(71.3847077, 42.8836947)","(71.3839532, 42.8844408)"
Бульварный 4 переулок,248.725,"(71.3839532, 42.8844408)","(71.3817462, 42.8828954)"
,103.256,"(71.3839532, 42.8844408)","(71.3847077, 42.8836947)"
Бульварный 4 переулок,186.716,"(71.3839532, 42.8844408)","(71.3839054, 42.8856743)"
Сағындықов,73.128,"(71.3839328, 42.8792895)","(71.3844735, 42.8798144)"
Сағындықов,286.819,"(71.3839328, 42.8792895)","(71.3819501, 42.8771582)"
,62.397,"(71.3839328, 42.8792895)","(71.383396, 42.8796897)"
,62.397,"(71.383396, 42.8796897)","(71.3839328, 42.8792895)"
Короленко переулок,88.817,"(71.3810999, 42.8799225)","(71.381896, 42.8804681)"
Короленко переулок,105.044,"(71.3810999, 42.8799225)","(71.3801361, 42.8792951)"
,48.515,"(71.3810999, 42.8799225)","(71.3807271, 42.8802627)"
,48.515,"(71.3807271, 42.8802627)","(71.3810999, 42.8799225)"
Такенова 5 переулок,77.425,"(71.3784402, 42.8851379)","(71.3777871, 42.8846321)"
Такенова 5 переулок,74.312,"(71.3784402, 42.8851379)","(71.3790961, 42.8856023)"
Такенова 3 переулок,139.758,"(71.3784402, 42.8851379)","(71.3773206, 42.886076)"
,77.641,"(71.3754651, 42.9006679)","(71.3748988, 42.9009973)"
Төле би даңғылы,67.088,"(71.3748964, 42.90126)","(71.3740743, 42.9012232)"
Төле би даңғылы,63.245,"(71.3748964, 42.90126)","(71.3756725, 42.9012771)"
,29.212,"(71.3748964, 42.90126)","(71.3748988, 42.9009973)"
Әйтиев,11.58,"(71.3733349, 42.897882)","(71.3733387, 42.8979861)"
Әйтиев,36.943,"(71.3733349, 42.897882)","(71.3733723, 42.8975509)"
,20.962,"(71.3733349, 42.897882)","(71.3730904, 42.8978232)"
,120.497,"(71.3733349, 42.897882)","(71.3748084, 42.8979775)"
,40.934,"(71.3748084, 42.8979775)","(71.3748145, 42.8976094)"
,6.605,"(71.3748084, 42.8979775)","(71.3748081, 42.8980369)"
,120.497,"(71.3748084, 42.8979775)","(71.3733349, 42.897882)"
,112.839,"(71.3748084, 42.8979775)","(71.3761926, 42.8980169)"
Казыбек би 3 переулок,41.405,"(71.3761926, 42.8980169)","(71.3762019, 42.8976446)"
Казыбек би 3 переулок,4.845,"(71.3761926, 42.8980169)","(71.3761873, 42.8980603)"
,112.839,"(71.3761926, 42.8980169)","(71.3748084, 42.8979775)"
,146.173,"(71.3761926, 42.8980169)","(71.3779808, 42.8979222)"
,18.067,"(71.3779808, 42.8979222)","(71.3781973, 42.8978869)"
,19.547,"(71.3779808, 42.8979222)","(71.3779964, 42.8980976)"
,156.979,"(71.3779808, 42.8979222)","(71.3779072, 42.8965115)"
,146.173,"(71.3779808, 42.8979222)","(71.3761926, 42.8980169)"
,18.067,"(71.3781973, 42.8978869)","(71.3779808, 42.8979222)"
,20.694,"(71.3781973, 42.8978869)","(71.3784513, 42.8978835)"
Абай даңғылы,120.24,"(71.3781973, 42.8978869)","(71.3781044, 42.8968077)"
Абай даңғылы,23.27,"(71.3781973, 42.8978869)","(71.3782233, 42.8980953)"
,80.882,"(71.3784513, 42.8978835)","(71.378397, 42.8971572)"
,20.694,"(71.3784513, 42.8978835)","(71.3781973, 42.8978869)"
,23.15,"(71.3784513, 42.8978835)","(71.3784631, 42.8980915)"
Қазыбек Би,19.835,"(71.3761873, 42.8980603)","(71.3764307, 42.8980653)"
Қазыбек Би,89.897,"(71.3761873, 42.8980603)","(71.3750842, 42.8980359)"
Казыбек би 3 переулок,4.845,"(71.3761873, 42.8980603)","(71.3761926, 42.8980169)"
Төле би даңғылы,13.156,"(71.3789254, 42.9009976)","(71.3787665, 42.9010188)"
Төле би даңғылы,29.649,"(71.3789254, 42.9009976)","(71.3792836, 42.9009502)"
Абай даңғылы,54.334,"(71.3784466, 42.900636)","(71.3784154, 42.9001479)"
